bed_id,branch,department,bed_type,occupied_date,occupied_flag
B517,Bangalore,Orthopedics,General,18-09-2025,1
B518,Coimbatore,Orthopedics,General,18-09-2025,0
B519,Bangalore,Cardiology,ICU,07-01-2025,1
B520,Chennai,Pediatrics,General,24-04-2025,1
B521,Bangalore,Oncology,ICU,07-11-2025,0
B522,Coimbatore,Pediatrics,ICU,13-01-2025,0
B523,Chennai,Orthopedics,General,05-05-2025,0
B524,Chennai,Oncology,General,29-11-2025,0
B525,Chennai,General Medicine,ICU,14-03-2025,0
B526,Bangalore,Orthopedics,General,22-09-2025,1
B527,Coimbatore,Pediatrics,ICU,30-09-2025,0
B528,Coimbatore,Emergency,General,05-02-2025,0
B529,Chennai,General Medicine,ICU,24-02-2025,0
B530,Coimbatore,Emergency,General,27-09-2025,0
B531,Chennai,General Medicine,General,15-12-2025,1
B532,Bangalore,Emergency,General,10-08-2025,1
B533,Coimbatore,Oncology,General,12-06-2025,1
B534,Chennai,Pediatrics,General,17-05-2025,1
B535,Chennai,Orthopedics,ICU,02-05-2025,1
B536,Bangalore,General Medicine,ICU,08-03-2025,0
B537,Chennai,General Medicine,ICU,19-06-2025,0
B538,Coimbatore,Emergency,ICU,02-07-2025,1
B539,Chennai,Pediatrics,General,27-12-2025,0
B540,Bangalore,Oncology,General,19-02-2025,1
B541,Coimbatore,Orthopedics,ICU,18-10-2025,0
B542,Chennai,Orthopedics,ICU,16-11-2025,0
B543,Chennai,General Medicine,ICU,07-11-2025,1
B544,Bangalore,Pediatrics,General,04-01-2025,1
B545,Bangalore,General Medicine,General,16-11-2025,1
B546,Bangalore,Pediatrics,General,04-09-2025,1
B547,Bangalore,Oncology,ICU,18-11-2025,1
B548,Chennai,Emergency,ICU,18-07-2025,1
B549,Coimbatore,Pediatrics,General,27-12-2025,1
B550,Bangalore,General Medicine,ICU,17-02-2025,1
B551,Coimbatore,Emergency,ICU,03-05-2025,1
B552,Coimbatore,Orthopedics,ICU,20-01-2025,0
B553,Coimbatore,Cardiology,General,16-05-2025,0
B554,Bangalore,Pediatrics,ICU,16-11-2025,1
B555,Chennai,Cardiology,ICU,21-05-2025,1
B556,Coimbatore,Emergency,General,08-02-2025,0
B557,Coimbatore,Oncology,General,17-04-2025,1
B558,Bangalore,Emergency,ICU,16-07-2025,1
B559,Chennai,Cardiology,ICU,19-11-2025,0
B560,Coimbatore,Orthopedics,ICU,06-09-2025,0
B561,Bangalore,Cardiology,ICU,31-08-2025,1
B562,Coimbatore,Cardiology,General,29-08-2025,1
B563,Bangalore,Oncology,General,22-05-2025,1
B564,Coimbatore,Orthopedics,ICU,31-10-2025,0
B565,Coimbatore,Cardiology,ICU,18-07-2025,1
B566,Chennai,Pediatrics,ICU,14-12-2025,0
B567,Bangalore,Cardiology,ICU,22-11-2025,1
B568,Coimbatore,Cardiology,ICU,15-11-2025,1
B569,Chennai,Emergency,General,08-10-2025,0
B570,Coimbatore,Oncology,General,29-01-2025,1
B571,Chennai,Cardiology,General,25-08-2025,1
B572,Bangalore,Orthopedics,General,09-07-2025,0
B573,Chennai,Pediatrics,ICU,28-07-2025,0
B574,Chennai,General Medicine,ICU,11-03-2025,0
B575,Coimbatore,Oncology,General,09-11-2025,1
B576,Bangalore,Pediatrics,General,09-03-2025,0
B577,Coimbatore,Emergency,ICU,10-08-2025,0
B578,Coimbatore,Orthopedics,General,21-06-2025,1
B579,Coimbatore,General Medicine,General,09-07-2025,1
B580,Chennai,General Medicine,General,19-03-2025,1
B581,Coimbatore,Pediatrics,General,05-02-2025,1
B582,Bangalore,Orthopedics,ICU,24-05-2025,0
B583,Bangalore,General Medicine,ICU,03-07-2025,1
B584,Chennai,Oncology,ICU,25-12-2025,0
B585,Bangalore,Orthopedics,General,18-11-2025,1
B586,Bangalore,General Medicine,General,17-11-2025,1
B587,Bangalore,Cardiology,ICU,29-03-2025,1
B588,Bangalore,General Medicine,General,05-09-2025,0
B589,Bangalore,Cardiology,General,25-07-2025,0
B590,Chennai,Emergency,ICU,02-05-2025,1
B591,Bangalore,Orthopedics,ICU,16-06-2025,0
B592,Bangalore,General Medicine,ICU,08-01-2025,1
B593,Chennai,Pediatrics,ICU,19-09-2025,1
B594,Coimbatore,Emergency,General,02-05-2025,0
B595,Bangalore,Oncology,General,04-10-2025,1
B596,Bangalore,General Medicine,General,08-06-2025,0
B597,Bangalore,Emergency,ICU,14-03-2025,1
B598,Bangalore,Pediatrics,General,26-06-2025,1
B599,Bangalore,General Medicine,ICU,05-09-2025,1
B600,Chennai,General Medicine,ICU,26-03-2025,1
B601,Coimbatore,Oncology,ICU,24-01-2025,1
B602,Chennai,Oncology,ICU,23-07-2025,1
B603,Coimbatore,Cardiology,ICU,14-02-2025,1
B604,Coimbatore,Pediatrics,ICU,07-03-2025,1
B605,Coimbatore,Emergency,General,11-12-2025,1
B606,Bangalore,Oncology,General,13-02-2025,0
B607,Bangalore,General Medicine,ICU,16-12-2025,1
B608,Bangalore,Emergency,General,24-06-2025,1
B609,Chennai,Emergency,General,22-10-2025,0
B610,Coimbatore,Orthopedics,General,23-11-2025,1
B611,Bangalore,Orthopedics,General,12-11-2025,1
B612,Bangalore,General Medicine,General,02-02-2025,1
B613,Bangalore,Emergency,ICU,06-09-2025,1
B614,Chennai,Pediatrics,ICU,14-05-2025,0
B615,Bangalore,Orthopedics,General,09-11-2025,0
B616,Chennai,Emergency,General,18-09-2025,1
B617,Chennai,Oncology,General,03-01-2025,1
B618,Chennai,General Medicine,General,25-02-2025,0
B619,Chennai,Pediatrics,ICU,19-02-2025,0
B620,Bangalore,Oncology,ICU,19-12-2025,1
B621,Bangalore,General Medicine,General,29-06-2025,1
B622,Bangalore,Orthopedics,General,19-02-2025,1
B623,Chennai,General Medicine,ICU,31-08-2025,1
B624,Bangalore,General Medicine,ICU,29-03-2025,1
B625,Bangalore,Cardiology,General,17-05-2025,0
B626,Coimbatore,Emergency,ICU,19-07-2025,1
B627,Coimbatore,Cardiology,General,01-02-2025,1
B628,Chennai,General Medicine,General,02-06-2025,1
B629,Coimbatore,Cardiology,ICU,29-03-2025,0
B630,Bangalore,Emergency,General,08-11-2025,0
B631,Chennai,Emergency,ICU,13-06-2025,1
B632,Bangalore,General Medicine,General,02-06-2025,1
B633,Chennai,Orthopedics,General,28-11-2025,1
B634,Bangalore,Oncology,General,08-06-2025,1
B635,Chennai,Pediatrics,ICU,10-10-2025,0
B636,Chennai,Emergency,ICU,06-10-2025,1
B637,Coimbatore,Emergency,ICU,10-03-2025,1
B638,Bangalore,Orthopedics,General,30-05-2025,1
B639,Chennai,Emergency,ICU,08-03-2025,0
B640,Chennai,Pediatrics,ICU,08-10-2025,0
B641,Bangalore,General Medicine,General,27-01-2025,0
B642,Chennai,Cardiology,ICU,14-11-2025,1
B643,Chennai,Emergency,ICU,18-11-2025,0
B644,Bangalore,Pediatrics,ICU,15-01-2025,1
B645,Chennai,Pediatrics,General,09-08-2025,0
B646,Chennai,General Medicine,General,05-11-2025,1
B647,Chennai,Cardiology,General,02-11-2025,1
B648,Bangalore,Cardiology,ICU,03-01-2025,1
B649,Coimbatore,Cardiology,ICU,13-11-2025,0
B650,Coimbatore,Emergency,General,20-04-2025,1
B651,Bangalore,General Medicine,General,30-08-2025,0
B652,Coimbatore,Cardiology,General,12-07-2025,1
B653,Chennai,Oncology,ICU,15-01-2025,1
B654,Coimbatore,Orthopedics,ICU,13-10-2025,1
B655,Coimbatore,Orthopedics,General,12-10-2025,1
B656,Chennai,Cardiology,General,10-07-2025,1
B657,Coimbatore,Orthopedics,ICU,01-04-2025,1
B658,Chennai,Cardiology,ICU,28-09-2025,1
B659,Bangalore,Cardiology,ICU,03-04-2025,1
B660,Bangalore,Emergency,ICU,22-05-2025,1
B661,Chennai,Orthopedics,ICU,23-11-2025,0
B662,Chennai,General Medicine,ICU,02-02-2025,1
B663,Coimbatore,General Medicine,General,30-10-2025,1
B664,Coimbatore,Cardiology,ICU,21-07-2025,1
B665,Bangalore,Orthopedics,ICU,14-08-2025,0
B666,Coimbatore,General Medicine,General,06-03-2025,1
B667,Coimbatore,Pediatrics,General,27-05-2025,1
B668,Bangalore,Pediatrics,ICU,30-04-2025,0
B669,Chennai,General Medicine,ICU,17-05-2025,1
B670,Bangalore,Cardiology,General,20-05-2025,0
B671,Bangalore,General Medicine,ICU,16-02-2025,0
B672,Bangalore,General Medicine,General,25-03-2025,1
B673,Coimbatore,Oncology,General,11-01-2025,1
B674,Bangalore,Pediatrics,General,22-05-2025,0
B675,Bangalore,Cardiology,ICU,29-06-2025,1
B676,Chennai,General Medicine,General,06-08-2025,0
B677,Bangalore,Oncology,ICU,30-06-2025,1
B678,Bangalore,Oncology,ICU,06-08-2025,0
B679,Coimbatore,Pediatrics,ICU,03-03-2025,1
B680,Bangalore,Pediatrics,ICU,16-10-2025,0
B681,Bangalore,Pediatrics,General,03-09-2025,0
B682,Chennai,Orthopedics,ICU,28-01-2025,0
B683,Coimbatore,Oncology,ICU,05-02-2025,0
B684,Coimbatore,Orthopedics,General,28-03-2025,1
B685,Coimbatore,Pediatrics,General,10-05-2025,0
B686,Coimbatore,Pediatrics,ICU,25-07-2025,0
B687,Bangalore,General Medicine,ICU,28-12-2025,0
B688,Bangalore,General Medicine,ICU,09-11-2025,1
B689,Bangalore,Orthopedics,ICU,06-10-2025,1
B690,Coimbatore,General Medicine,ICU,07-02-2025,1
B691,Coimbatore,Orthopedics,General,05-09-2025,1
B692,Bangalore,Oncology,General,22-07-2025,1
B693,Chennai,General Medicine,ICU,26-07-2025,0
B694,Bangalore,Emergency,General,29-07-2025,1
B695,Chennai,General Medicine,ICU,17-07-2025,0
B696,Coimbatore,Oncology,General,31-01-2025,0
B697,Chennai,Pediatrics,ICU,26-10-2025,0
B698,Coimbatore,Pediatrics,General,27-03-2025,1
B699,Bangalore,Pediatrics,ICU,04-09-2025,1
B700,Coimbatore,Orthopedics,General,10-08-2025,1
B701,Chennai,Oncology,General,01-02-2025,0
B702,Bangalore,Pediatrics,ICU,23-07-2025,1
B703,Coimbatore,Orthopedics,ICU,25-07-2025,0
B704,Coimbatore,Pediatrics,General,12-06-2025,1
B705,Bangalore,Oncology,General,05-04-2025,0
B706,Bangalore,Cardiology,General,13-01-2025,1
B707,Chennai,General Medicine,ICU,13-12-2025,1
B708,Coimbatore,Oncology,General,28-09-2025,1
B709,Coimbatore,Oncology,General,01-01-2025,1
B710,Coimbatore,General Medicine,General,01-11-2025,1
B711,Bangalore,Pediatrics,ICU,31-07-2025,0
B712,Coimbatore,Emergency,General,06-01-2025,1
B713,Bangalore,Pediatrics,ICU,06-01-2025,1
B714,Chennai,Oncology,General,22-05-2025,1
B715,Chennai,Cardiology,General,28-03-2025,1
B716,Chennai,Orthopedics,ICU,10-09-2025,1
B717,Chennai,Oncology,General,21-05-2025,1
B718,Bangalore,General Medicine,ICU,07-02-2025,0
B719,Coimbatore,Pediatrics,ICU,27-07-2025,1
B720,Bangalore,Oncology,ICU,21-08-2025,0
B721,Coimbatore,Oncology,ICU,15-08-2025,0
B722,Coimbatore,Cardiology,General,17-12-2025,1
B723,Coimbatore,Oncology,General,11-05-2025,1
B724,Coimbatore,Pediatrics,ICU,18-02-2025,1
B725,Chennai,Pediatrics,ICU,30-09-2025,0
B726,Chennai,Pediatrics,ICU,19-05-2025,1
B727,Bangalore,Cardiology,ICU,02-05-2025,1
B728,Chennai,Orthopedics,ICU,29-11-2025,1
B729,Coimbatore,Pediatrics,General,14-12-2025,1
B730,Coimbatore,Cardiology,General,12-10-2025,0
B731,Coimbatore,Emergency,General,07-07-2025,0
B732,Chennai,Emergency,General,13-04-2025,1
B733,Chennai,Orthopedics,ICU,07-04-2025,0
B734,Chennai,Pediatrics,ICU,17-12-2025,1
B735,Bangalore,Orthopedics,General,23-06-2025,1
B736,Coimbatore,Cardiology,ICU,31-01-2025,1
B737,Chennai,Orthopedics,General,02-07-2025,1
B738,Chennai,Oncology,General,30-06-2025,1
B739,Chennai,Pediatrics,General,29-12-2025,1
B740,Chennai,Pediatrics,ICU,28-03-2025,1
B741,Bangalore,Cardiology,ICU,16-01-2025,0
B742,Coimbatore,Orthopedics,ICU,18-04-2025,0
B743,Bangalore,Oncology,General,01-01-2025,0
B744,Chennai,Cardiology,ICU,24-11-2025,1
B745,Bangalore,Emergency,General,22-01-2025,1
B746,Bangalore,Emergency,ICU,17-09-2025,0
B747,Coimbatore,Emergency,ICU,21-11-2025,0
B748,Chennai,Orthopedics,ICU,25-07-2025,1
B749,Bangalore,Orthopedics,General,19-11-2025,1
B750,Bangalore,Cardiology,General,01-02-2025,1
B751,Bangalore,General Medicine,ICU,11-03-2025,1
B752,Chennai,Cardiology,General,23-08-2025,1
B753,Bangalore,Cardiology,ICU,01-06-2025,1
B754,Bangalore,Pediatrics,General,14-11-2025,1
B755,Chennai,Cardiology,ICU,19-07-2025,1
B756,Bangalore,General Medicine,ICU,18-04-2025,1
B757,Chennai,Emergency,ICU,03-09-2025,1
B758,Bangalore,Emergency,General,29-03-2025,1
B759,Chennai,Cardiology,ICU,02-11-2025,1
B760,Chennai,Orthopedics,ICU,27-08-2025,1
B761,Bangalore,General Medicine,ICU,22-12-2025,0
B762,Coimbatore,Orthopedics,ICU,19-08-2025,1
B763,Chennai,Oncology,ICU,02-11-2025,0
B764,Bangalore,Cardiology,General,04-09-2025,1
B765,Chennai,Oncology,ICU,29-01-2025,1
B766,Coimbatore,Emergency,General,21-03-2025,0
B767,Chennai,Oncology,ICU,20-12-2025,1
B768,Chennai,Oncology,General,31-01-2025,1
B769,Coimbatore,Emergency,General,11-04-2025,1
B770,Coimbatore,Emergency,ICU,30-09-2025,1
B771,Bangalore,Oncology,ICU,26-10-2025,1
B772,Coimbatore,General Medicine,General,09-07-2025,1
B773,Chennai,Emergency,General,26-01-2025,0
B774,Chennai,Cardiology,ICU,12-11-2025,0
B775,Coimbatore,Oncology,General,15-05-2025,1
B776,Coimbatore,Emergency,ICU,10-09-2025,1
B777,Chennai,Emergency,ICU,27-11-2025,1
B778,Coimbatore,Cardiology,ICU,02-04-2025,1
B779,Coimbatore,Orthopedics,General,31-12-2025,1
B780,Chennai,General Medicine,ICU,27-10-2025,1
B781,Coimbatore,Emergency,General,20-01-2025,1
B782,Chennai,General Medicine,General,28-09-2025,1
B783,Bangalore,Orthopedics,General,11-04-2025,0
B784,Chennai,General Medicine,General,27-11-2025,0
B785,Chennai,Cardiology,General,25-08-2025,1
B786,Coimbatore,Orthopedics,ICU,30-10-2025,1
B787,Chennai,Orthopedics,ICU,17-03-2025,1
B788,Chennai,Emergency,ICU,01-07-2025,0
B789,Chennai,Pediatrics,General,26-11-2025,0
B790,Bangalore,Cardiology,ICU,04-01-2025,1
B791,Bangalore,Oncology,General,03-09-2025,0
B792,Chennai,Cardiology,General,24-12-2025,0
B793,Chennai,Oncology,General,30-05-2025,1
B794,Chennai,Orthopedics,ICU,19-11-2025,1
B795,Chennai,General Medicine,General,27-10-2025,1
B796,Coimbatore,General Medicine,General,25-07-2025,1
B797,Chennai,Orthopedics,ICU,08-06-2025,1
B798,Chennai,Emergency,ICU,08-06-2025,1
B799,Chennai,General Medicine,General,03-05-2025,1
B800,Bangalore,Orthopedics,General,05-07-2025,0
B801,Chennai,General Medicine,General,06-12-2025,1
B802,Bangalore,Oncology,ICU,01-08-2025,0
B803,Chennai,General Medicine,ICU,02-08-2025,0
B804,Bangalore,Orthopedics,ICU,26-01-2025,1
B805,Chennai,Orthopedics,General,07-07-2025,0
B806,Bangalore,General Medicine,ICU,23-09-2025,1
B807,Bangalore,Emergency,ICU,28-08-2025,0
B808,Bangalore,Oncology,ICU,22-01-2025,0
B809,Bangalore,Pediatrics,ICU,31-01-2025,1
B810,Coimbatore,Emergency,General,07-05-2025,1
B811,Coimbatore,General Medicine,General,22-02-2025,1
B812,Chennai,Cardiology,ICU,03-04-2025,1
B813,Chennai,Orthopedics,ICU,19-04-2025,1
B814,Bangalore,Orthopedics,ICU,04-12-2025,0
B815,Chennai,Pediatrics,General,15-06-2025,1
B816,Coimbatore,Orthopedics,ICU,06-12-2025,0
B817,Coimbatore,General Medicine,General,15-03-2025,0
B818,Bangalore,Emergency,General,03-12-2025,1
B819,Coimbatore,General Medicine,ICU,30-05-2025,1
B820,Chennai,Emergency,General,16-01-2025,1
B821,Chennai,Oncology,General,01-03-2025,1
B822,Bangalore,Oncology,General,08-09-2025,0
B823,Coimbatore,Emergency,General,14-02-2025,1
B824,Coimbatore,Orthopedics,General,02-07-2025,1
B825,Chennai,Cardiology,General,12-10-2025,0
B826,Chennai,Oncology,ICU,07-04-2025,1
B827,Bangalore,Pediatrics,ICU,09-01-2025,1
B828,Coimbatore,General Medicine,ICU,12-04-2025,1
B829,Coimbatore,Cardiology,General,04-03-2025,1
B830,Coimbatore,Cardiology,General,24-09-2025,0
B831,Bangalore,General Medicine,General,02-05-2025,0
B832,Chennai,Emergency,ICU,14-02-2025,1
B833,Coimbatore,Emergency,General,19-01-2025,1
B834,Bangalore,Emergency,General,03-11-2025,1
B835,Bangalore,Cardiology,General,10-01-2025,1
B836,Chennai,Pediatrics,General,18-05-2025,0
B837,Chennai,General Medicine,ICU,10-04-2025,0
B838,Bangalore,Pediatrics,ICU,05-10-2025,0
B839,Coimbatore,Pediatrics,ICU,27-01-2025,1
B840,Bangalore,Oncology,ICU,30-01-2025,0
B841,Coimbatore,General Medicine,ICU,11-11-2025,0
B842,Chennai,Emergency,General,02-08-2025,1
B843,Bangalore,Emergency,General,17-01-2025,1
B844,Coimbatore,Oncology,ICU,26-06-2025,1
B845,Coimbatore,Pediatrics,ICU,06-04-2025,1
B846,Chennai,Oncology,ICU,10-08-2025,0
B847,Coimbatore,Cardiology,ICU,16-02-2025,1
B848,Coimbatore,General Medicine,ICU,13-09-2025,1
B849,Coimbatore,Oncology,General,06-08-2025,0
B850,Coimbatore,General Medicine,General,12-12-2025,1
B851,Coimbatore,Emergency,General,15-11-2025,0
B852,Chennai,Pediatrics,ICU,28-11-2025,0
B853,Bangalore,Pediatrics,ICU,17-08-2025,1
B854,Coimbatore,Emergency,ICU,22-06-2025,0
B855,Chennai,Cardiology,ICU,21-09-2025,0
B856,Chennai,Oncology,General,24-10-2025,0
B857,Chennai,Orthopedics,ICU,06-04-2025,1
B858,Coimbatore,General Medicine,General,24-01-2025,1
B859,Bangalore,Oncology,General,20-01-2025,1
B860,Bangalore,Pediatrics,General,10-09-2025,1
B861,Chennai,General Medicine,General,11-02-2025,0
B862,Coimbatore,Cardiology,General,22-06-2025,0
B863,Bangalore,Oncology,General,06-02-2025,1
B864,Chennai,Oncology,ICU,17-06-2025,0
B865,Bangalore,General Medicine,ICU,30-07-2025,1
B866,Chennai,Emergency,General,14-02-2025,1
B867,Coimbatore,Emergency,ICU,25-12-2025,1
B868,Chennai,Oncology,General,15-07-2025,1
B869,Chennai,Oncology,ICU,07-08-2025,0
B870,Bangalore,Pediatrics,ICU,18-04-2025,1
B871,Coimbatore,Pediatrics,General,08-03-2025,1
B872,Bangalore,Cardiology,General,20-11-2025,1
B873,Coimbatore,Pediatrics,ICU,31-07-2025,0
B874,Coimbatore,Pediatrics,ICU,05-11-2025,1
B875,Chennai,Orthopedics,General,26-09-2025,1
B876,Bangalore,Pediatrics,General,30-12-2025,1
B877,Coimbatore,Cardiology,General,19-01-2025,1
B878,Bangalore,Orthopedics,General,12-07-2025,1
B879,Bangalore,Cardiology,General,22-04-2025,0
B880,Coimbatore,Pediatrics,ICU,18-12-2025,0
B881,Chennai,Oncology,ICU,18-12-2025,1
B882,Bangalore,Cardiology,General,30-04-2025,1
B883,Bangalore,Oncology,ICU,08-02-2025,1
B884,Chennai,Oncology,ICU,03-07-2025,1
B885,Chennai,Emergency,ICU,17-03-2025,1
B886,Coimbatore,General Medicine,ICU,21-07-2025,0
B887,Bangalore,Pediatrics,General,22-09-2025,1
B888,Coimbatore,Orthopedics,ICU,14-11-2025,0
B889,Bangalore,Orthopedics,ICU,17-03-2025,0
B890,Coimbatore,General Medicine,General,25-05-2025,1
B891,Bangalore,Emergency,ICU,03-03-2025,1
B892,Bangalore,Oncology,ICU,29-04-2025,0
B893,Bangalore,Oncology,General,10-06-2025,1
B894,Coimbatore,General Medicine,General,22-09-2025,1
B895,Bangalore,Oncology,ICU,14-11-2025,1
B896,Coimbatore,Orthopedics,General,24-10-2025,0
B897,Bangalore,Pediatrics,ICU,22-05-2025,1
B898,Coimbatore,General Medicine,ICU,06-07-2025,1
B899,Coimbatore,Orthopedics,ICU,10-03-2025,1
B900,Bangalore,Pediatrics,ICU,19-08-2025,0
B901,Chennai,Pediatrics,General,13-06-2025,1
B902,Bangalore,Orthopedics,ICU,09-09-2025,1
B903,Coimbatore,Oncology,ICU,01-02-2025,1
B904,Coimbatore,General Medicine,ICU,01-11-2025,1
B905,Bangalore,Emergency,General,04-12-2025,1
B906,Chennai,General Medicine,ICU,09-05-2025,1
B907,Bangalore,Cardiology,ICU,04-11-2025,1
B908,Coimbatore,Oncology,ICU,08-07-2025,1
B909,Coimbatore,Orthopedics,General,15-02-2025,1
B910,Coimbatore,Emergency,General,13-03-2025,1
B911,Coimbatore,General Medicine,ICU,02-03-2025,1
B912,Chennai,Pediatrics,ICU,17-02-2025,1
B913,Bangalore,Emergency,General,11-06-2025,1
B914,Chennai,Pediatrics,General,17-11-2025,1
B915,Bangalore,Orthopedics,General,09-03-2025,1
B916,Bangalore,Emergency,General,21-11-2025,1
B917,Chennai,Emergency,General,02-03-2025,1
B918,Coimbatore,Emergency,General,15-01-2025,1
B919,Chennai,Cardiology,General,17-10-2025,1
B920,Bangalore,Pediatrics,General,29-04-2025,1
B921,Chennai,General Medicine,General,31-07-2025,0
B922,Chennai,General Medicine,General,10-04-2025,0
B923,Chennai,Emergency,ICU,04-02-2025,1
B924,Chennai,Oncology,General,13-04-2025,1
B925,Coimbatore,General Medicine,ICU,28-12-2025,0
B926,Chennai,Orthopedics,ICU,23-08-2025,1
B927,Coimbatore,General Medicine,General,31-01-2025,1
B928,Chennai,Cardiology,ICU,19-06-2025,1
B929,Chennai,Pediatrics,ICU,04-02-2025,1
B930,Bangalore,Orthopedics,ICU,23-03-2025,0
B931,Chennai,Pediatrics,General,05-07-2025,1
B932,Coimbatore,Cardiology,General,27-03-2025,1
B933,Coimbatore,General Medicine,ICU,22-01-2025,0
B934,Coimbatore,General Medicine,ICU,24-09-2025,0
B935,Bangalore,Pediatrics,ICU,18-08-2025,1
B936,Coimbatore,Emergency,ICU,08-02-2025,0
B937,Bangalore,Pediatrics,General,29-09-2025,1
B938,Coimbatore,Cardiology,ICU,18-01-2025,1
B939,Chennai,General Medicine,General,10-11-2025,1
B940,Coimbatore,Pediatrics,General,02-07-2025,1
B941,Coimbatore,General Medicine,ICU,01-10-2025,1
B942,Coimbatore,Cardiology,ICU,31-12-2025,1
B943,Bangalore,General Medicine,ICU,11-10-2025,1
B944,Coimbatore,Cardiology,ICU,17-08-2025,1
B945,Coimbatore,Emergency,General,20-09-2025,0
B946,Bangalore,Orthopedics,General,13-05-2025,1
B947,Chennai,General Medicine,General,21-05-2025,0
B948,Chennai,Emergency,ICU,20-12-2025,1
B949,Coimbatore,Oncology,ICU,26-11-2025,0
B950,Bangalore,Emergency,ICU,04-10-2025,1
B951,Chennai,Pediatrics,General,30-05-2025,0
B952,Coimbatore,Oncology,General,20-10-2025,1
B953,Coimbatore,Oncology,General,05-04-2025,0
B954,Coimbatore,Cardiology,ICU,10-06-2025,1
B955,Chennai,Pediatrics,ICU,17-05-2025,1
B956,Chennai,Emergency,ICU,01-04-2025,1
B957,Chennai,Orthopedics,General,04-05-2025,1
B958,Chennai,Orthopedics,General,25-04-2025,0
B959,Bangalore,Pediatrics,General,10-11-2025,0
B960,Coimbatore,Oncology,ICU,02-03-2025,0
B961,Bangalore,General Medicine,General,04-10-2025,1
B962,Chennai,Cardiology,General,11-04-2025,1
B963,Bangalore,Pediatrics,General,25-06-2025,0
B964,Bangalore,Pediatrics,General,05-01-2025,1
B965,Bangalore,Oncology,General,23-07-2025,0
B966,Bangalore,Oncology,ICU,05-05-2025,1
B967,Chennai,Oncology,General,14-04-2025,1
B968,Bangalore,Orthopedics,General,24-08-2025,1
B969,Coimbatore,General Medicine,General,13-09-2025,1
